freq,E-signal,N-signal,ZV-signal
0.0,2.1949100000000054e-05,0.00025156800000000003,3.0000000003291284e-10
1.0204081632653061,0.00010124294590396604,6.472686339075668e-05,3.649550180035451e-05
2.0408163265306123,0.00011892743832076607,0.00010698442718095221,7.024470446327096e-05
3.0612244897959187,8.191899079065717e-05,0.00010283003237358735,8.820440993913139e-05
4.081632653061225,0.00027749682081597336,0.0002569974067470721,0.0002141773598679612
5.1020408163265305,0.00022463157428390319,0.0001973723951906781,8.542308877428588e-05
6.122448979591837,0.000126965255028681,0.0001554836047186361,0.00011971280001075054
7.142857142857143,0.00013999403396749426,0.0001689602779578363,0.00011808695260573778
8.16326530612245,0.00018586308085426727,0.00032585005411970273,0.0001111919729920401
9.183673469387756,0.00023538295417979804,0.000211303679434209,0.00014685950918310976
10.204081632653061,0.00012089079726242722,0.0003647925800276999,0.0001788754685567439
11.224489795918368,0.00015147367816388554,0.0003262097358631736,0.00021385186510184184
12.244897959183675,0.00026472182117515087,0.00014817593908511328,0.00015035242465099202
13.26530612244898,0.0003185074696500663,0.0003189521065425954,0.00011635509976030908
14.285714285714286,0.00026133367129189884,0.00018664689960064233,0.00014238331482265142
15.306122448979592,9.817120537152895e-05,0.00024189509332235643,0.00036601921416904007
16.3265306122449,0.000415809926219107,0.0004584826201595785,0.0002935265917688887
17.346938775510203,0.0003568883736067726,0.0002047032113794126,0.00029414050184827726
18.367346938775512,0.00021583503073868373,0.00031572932695215643,0.00024533691157726373
19.387755102040817,0.00011138277697882716,0.0002907608819887516,0.0003737094577740041
20.408163265306122,0.00022016694663339742,0.0002565041606849537,3.796138605890991e-05
21.42857142857143,0.0001847688575211664,0.00012351939471945923,0.0003116171148127878
22.448979591836736,0.00024036954989825222,0.00020709900540293863,0.00010354322455552654
23.46938775510204,0.0002616801484079779,0.00021316200192936577,0.0002030527851680199
24.48979591836735,2.7837734506190747e-05,0.0002335666312959289,0.0003755796481638434
25.510204081632654,0.00016173598565570314,0.0002468150443888903,0.0003897201718834049
26.53061224489796,0.00011280132764662812,0.000189287580833595,0.00012840910389356092
27.551020408163264,0.00010113941780102604,0.0003490269048371222,0.0002084300741796457
28.571428571428573,7.734254740398737e-05,9.852182221944971e-05,0.00012578491009838618
29.591836734693878,7.949381668646544e-05,0.00024008983521382787,0.00023777550581004513
30.612244897959183,5.965531313939579e-05,0.00012302704920998087,0.00037674039935825645
31.63265306122449,7.537237718175832e-05,0.00022723029774441222,0.00014344663790095293
32.6530612244898,2.369942999569594e-05,8.014250334336398e-05,0.00010046472606511288
33.673469387755105,3.457250235336551e-05,0.00013052274499085006,6.907002740982602e-05
34.69387755102041,0.0001463883631057743,3.094468687656157e-05,9.504657141657921e-05
35.714285714285715,8.049095413654737e-05,0.00012644135886696162,9.589174813321675e-05
36.734693877551024,0.0001565940375814674,6.944088049236901e-05,8.07189394958982e-05
37.755102040816325,0.00016172069095506784,9.064287085751361e-05,0.0003479399885930934
38.775510204081634,0.0002836764041345999,0.0001068439939258027,0.0004153124147219616
39.79591836734694,7.934096490101247e-05,3.469541855839524e-05,0.00015392250974315068
40.816326530612244,5.026915335223707e-05,4.8685834581198826e-05,0.0001404302954683425
41.83673469387755,0.00013287236764189232,8.020754398897554e-05,0.00013149277640729017
42.85714285714286,4.46153311554218e-05,1.725091475063639e-05,0.0001232996876275126
43.87755102040816,0.00014956231682928026,4.311999732205473e-05,0.0002093919070498817
44.89795918367347,5.728501691882837e-05,6.0360226945240586e-05,0.00011634182263610603
45.91836734693878,8.931184416671179e-05,6.728082483357701e-06,4.7171788183635755e-05
46.93877551020408,2.6421177395571523e-05,0.00010521650258223069,2.620934055083778e-05
47.95918367346939,8.719642211553661e-05,0.0002108710576529373,5.1613839603275964e-05
48.9795918367347,0.0001879137385740355,0.00033282261589629916,0.00020865805135665408
50.0,9.215045262776418e-05,0.0001010610850514468,8.872274809047124e-05
