E N Z
-0.02445705 -0.01100609 0.0
-0.02257574 -0.0078615 -0.0050026
-0.01755891 -0.00408798 -0.01156852
-0.01034721 -0.00125784 -0.02032308
0.00313552 0.00283014 -0.03001562
0.01505049 0.00283014 -0.03001562
0.02320285 0.00094338 -0.026889
0.02821968 -0.00220122 -0.02032308
0.03072809 -0.00125784 -0.00969255
0.03731268 0.00408798 -0.00781657
0.03543137 0.00251568 -0.00562793
0.0319823 0.0 0.00375195
0.02821968 -0.00031446 0.01250651
0.02602481 -0.00188676 0.01625846
0.01505049 -0.00377352 0.01625846
0.00438973 -0.00094338 0.01875976
-0.00533038 0.00566028 0.01907243
-0.01379629 0.00911933 0.01750911
-0.02038088 0.01069163 0.01532047
-0.03072809 0.01666637 0.01375716
-0.04170241 0.02232665 0.01782178
-0.05110897 0.02861584 0.01281917
-0.04922766 0.03427612 0.00937988
-0.04609214 0.0383641 0.01063053
-0.04170241 0.0367918 0.01250651
-0.03543137 0.0289303 0.00937988
-0.02257574 0.02106881 0.00562793
-0.01348273 0.01635191 0.00406462
-0.00815235 0.00817595 0.00312663
0.0006271 0.00188676 0.0
0.0078388 -0.00251568 -0.00031266
0.0072117 -0.00817595 0.00562793
0.00250842 -0.01132055 0.00625325
0.00344907 -0.01069163 0.00687858
0.00094066 -0.00723258 0.00312663
-0.00094066 -0.00754704 0.0
-0.00125421 -0.00849041 -0.00031266
0.00376262 -0.01226393 0.00625325
0.01066077 -0.01100609 0.00562793
0.01849957 -0.00849041 -0.00187598
0.0247706 -0.00408798 -0.00625325
0.02790612 -0.00345906 -0.01125586
0.03104164 -0.00408798 -0.01438249
0.03355006 -0.0015723 -0.01657113
0.03543137 0.00125784 -0.0159458
0.03386361 0.00188676 -0.02032308
0.03511782 0.00094338 -0.02001042
0.0313552 -0.0047169 -0.01938509
0.0247706 -0.01100609 -0.0159458
0.02163509 -0.01320731 -0.01000521
0.01348273 -0.01760975 -0.00468994
0.00407618 -0.02515678 0.00187598
-0.00344907 -0.0289303 0.00781657
-0.01066077 -0.02264111 0.01469515
-0.01285563 -0.01792421 0.01469515
-0.01410984 -0.01069163 0.01688379
-0.01410984 -0.0062892 0.02376237
-0.0163047 0.00251568 0.02845231
-0.0163047 0.01415069 0.02751432
-0.01473694 0.02232665 0.02126107
-0.01066077 0.03238936 0.01750911
-0.00815235 0.03773518 0.0184471
-0.00689814 0.0383641 0.02063574
-0.00188131 0.04339545 0.02032308
0.00188131 0.04559667 0.01438249
0.00689814 0.04402437 0.00719124
0.0156776 0.03459058 0.00125065
0.01881312 0.02295557 0.00656592
0.01755891 0.01352177 0.00531527
0.01693181 0.00251568 0.00218864
0.01066077 -0.00566028 0.00468994
0.00533038 -0.01635191 0.00031266
0.00125421 -0.02295557 -0.00437728
-0.00250842 -0.03176044 -0.00343929
-0.01003366 -0.03270382 -0.00406462
-0.00909301 -0.02924476 -0.00906722
-0.00909301 -0.02641462 -0.00812923
-0.00940656 -0.02452786 -0.01000521
-0.00595749 -0.02452786 -0.01188118
-0.00219486 -0.02484232 -0.01438249
-0.00125421 -0.02169773 -0.01250651
-0.0078388 -0.01855313 -0.00844189
-0.01066077 -0.01352177 -0.01156852
-0.01536405 -0.01006271 -0.01782178
-0.01442339 -0.00691812 -0.02126107
-0.01285563 -0.0031446 -0.02188639
-0.00909301 -0.00220122 -0.01750911
-0.00470328 -0.00094338 -0.01313184
-0.00313552 -0.0031446 -0.00906722
-0.00407618 -0.0031446 -0.00437728
-0.00815235 -0.00849041 -0.00562793
-0.00940656 -0.0047169 0.0
-0.01003366 -0.00251568 0.00406462
-0.00909301 -0.00408798 0.00750391
-0.00909301 -0.00911933 0.00687858
-0.00501683 -0.01037717 0.01406982
0.00658459 -0.00534582 0.02063574
0.01034721 -0.0062892 0.01750911
0.00972011 -0.0062892 0.01532047
0.00877945 -0.00377352 0.01719645
0.00595749 0.00220122 0.01782178
0.00282197 0.0047169 0.00875456
0.00313552 0.01194947 0.00531527
0.00156776 0.01603745 -0.00156331
0.0 0.01981097 -0.01188118
0.00344907 0.02075435 -0.01406982
0.00533038 0.01572299 -0.00937988
0.01003366 0.01352177 -0.00812923
0.01034721 0.01194947 -0.00750391
0.00877945 0.00723258 -0.00937988
0.00313552 0.00377352 -0.00844189
-0.00313552 0.00377352 -0.0050026
-0.00564394 0.00188676 -0.00719124
-0.00752525 -0.00094338 -0.00937988
-0.00877945 0.00094338 -0.00937988
-0.01442339 0.0031446 -0.00687858
-0.01818601 0.00408798 -0.00562793
-0.01944022 0.00283014 -0.00875456
-0.02194864 0.00125784 -0.00656592
-0.02821968 0.00408798 -0.00218864
-0.0313552 0.00723258 0.00031266
-0.03166875 0.00943379 -0.00062533
-0.03010099 0.00943379 -0.00281396
-0.02696547 0.01289285 0.00218864
-0.02288929 0.01383623 0.00750391
-0.01912667 0.01320731 0.00844189
-0.01818601 0.00566028 0.00687858
-0.01724536 0.00283014 0.00844189
-0.01066077 0.00031446 0.00562793
-0.00282197 -0.0031446 0.00781657
0.00250842 -0.01226393 0.00594059
0.01128787 -0.02075435 0.00562793
0.01599115 -0.02358449 0.00562793
0.02163509 -0.02169773 0.00531527
0.02571126 -0.02075435 0.00437728
0.02508416 -0.02075435 0.00750391
0.0235164 -0.01540853 0.01156852
0.02194864 -0.01194947 0.00437728
0.02194864 -0.00911933 0.00187598
0.02194864 -0.00597474 0.00312663
0.02226219 -0.00377352 0.00656592
0.02257574 -0.00566028 0.00062533
0.02194864 -0.00408798 -0.00531527
0.02288929 -0.00251568 -0.00969255
0.0247706 0.0015723 -0.01500781
0.02508416 -0.00377352 -0.01500781
0.02257574 -0.00754704 -0.0134445
0.02445705 -0.00943379 -0.01156852
0.02038088 -0.00911933 -0.00781657
0.01505049 -0.01163501 -0.01188118
0.01222853 -0.01477961 -0.00750391
0.00282197 -0.01792421 -0.00218864
0.00188131 -0.01823867 -0.00375195
-0.00250842 -0.01855313 -0.00750391
-0.00533038 -0.01823867 -0.01281917
-0.00815235 -0.01446515 -0.01406982
-0.01003366 -0.01289285 -0.01406982
-0.01348273 -0.00283014 -0.00781657
-0.01316918 0.00691812 -0.01406982
-0.01316918 0.01446515 -0.0209484
-0.01881312 0.01855313 -0.01875976
-0.01818601 0.02704354 -0.01313184
-0.01379629 0.02861584 -0.00656592
-0.00972011 0.0289303 -0.00875456
-0.00909301 0.02767246 -0.01313184
-0.00344907 0.02955922 -0.00812923
0.00219486 0.03018814 -0.00093799
0.00877945 0.02358449 0.00187598
0.01316918 0.01635191 0.00594059
0.01536405 0.00534582 0.00562793
0.01097432 -0.00094338 0.01532047
0.01191497 -0.00723258 0.02157373
0.01128787 -0.01320731 0.02470036
0.00282197 -0.01760975 0.02970296
0.00250842 -0.01132055 0.02845231
0.00376262 -0.00440244 0.02813965
-0.00031355 -0.00691812 0.02532568
-0.00313552 -0.01100609 0.02751432
-0.00972011 -0.01194947 0.03408024
-0.01849957 -0.00974825 0.03939551
-0.02884678 -0.00754704 0.0318916
-0.04076175 -0.00974825 0.02876497
-0.04797345 -0.01037717 0.02532568
-0.04452438 -0.00534582 0.02032308
-0.03699913 -0.0078615 0.01813444
-0.03511782 -0.01163501 0.01719645
-0.02790612 -0.00943379 0.01532047
-0.01849957 0.00220122 0.01063053
-0.00752525 0.00723258 0.00468994
0.00031355 0.0078615 -0.00125065
0.00972011 0.01257839 -0.00031266
0.02038088 0.02012543 -0.00062533
0.02727902 0.02861584 -0.00125065
0.03292296 0.03176044 -0.00812923
0.03699913 0.03710626 -0.01125586
0.04076175 0.03459058 -0.00906722
0.04421083 0.02672908 -0.00656592
0.03856689 0.01603745 -0.00625325
0.03010099 0.00660366 -0.01156852
0.01912667 -0.00062892 -0.01532047
0.00376262 -0.0078615 -0.01782178
-0.00376262 -0.01635191 -0.02126107
-0.01191497 -0.02043989 -0.02032308
-0.01661825 -0.02169773 -0.02219905
-0.01661825 -0.01918205 -0.02001042
-0.01254208 -0.01226393 -0.01813444
-0.00438973 -0.00849041 -0.01907243
0.00156776 -0.00440244 -0.01375716
0.00470328 0.0015723 -0.01125586
0.00627104 0.00911933 -0.01281917
0.00313552 0.01257839 -0.01438249
0.0 0.01603745 -0.01469515
0.00344907 0.01981097 -0.0134445
0.00564394 0.01666637 -0.01000521
0.01442339 0.00849041 -0.01313184
0.02100798 -0.00031446 -0.01219385
0.0156776 -0.00534582 -0.00687858
0.00909301 -0.00125784 -0.00937988
-0.00156776 -0.00094338 -0.01782178
-0.01160142 -0.00974825 -0.02407503
-0.02100798 -0.01635191 -0.02219905
-0.02602481 -0.01666637 -0.01250651
-0.03166875 -0.01415069 -0.00218864
-0.03637203 -0.01320731 -0.00187598
-0.03605848 -0.00911933 -0.00031266
-0.0326094 0.00031446 0.00750391
-0.02602481 0.0062892 0.01657113
-0.01787246 0.00566028 0.01719645
-0.01222853 0.0047169 0.02032308
-0.00940656 0.0078615 0.02626367
-0.00501683 0.01415069 0.02845231
0.0006271 0.01477961 0.03032829
0.00940656 0.00880487 0.026889
0.01818601 0.00220122 0.02470036
0.02163509 0.00094338 0.02251172
0.02069443 0.0 0.0209484
0.02288929 -0.00283014 0.0109432
0.02006733 -0.00503136 0.00594059
0.01755891 -0.00849041 0.00062533
0.01410984 -0.01320731 0.00031266
0.0084659 -0.01823867 -0.00281396
0.00094066 -0.02547124 -0.00875456
-0.00407618 -0.02672908 -0.01250651
-0.00909301 -0.02327003 -0.00937988
-0.00501683 -0.01918205 -0.01156852
-0.00250842 -0.01792421 -0.01813444
0.00094066 -0.01666637 -0.01907243
0.00909301 -0.01257839 -0.02438769
0.01160142 -0.00911933 -0.02126107
0.01505049 -0.01006271 -0.02001042
0.01191497 -0.00817595 -0.01532047
0.01003366 -0.00440244 -0.01688379
0.00344907 -0.00062892 -0.00719124
0.00188131 0.00377352 -0.00281396
0.00219486 0.00345906 0.00187598
0.00313552 0.00754704 0.00312663
0.00031355 0.00911933 0.0109432
0.00282197 0.01289285 0.02188639
0.00501683 0.01132055 0.02001042
0.00344907 0.00440244 0.02126107
-0.00156776 0.0 0.0209484
-0.01034721 -0.00094338 0.02344971
-0.01097432 -0.00125784 0.01532047
-0.01316918 -0.00660366 0.00875456
-0.01348273 -0.00911933 0.00531527
-0.00815235 -0.0031446 0.00906722
-0.00094066 0.00566028 0.00781657
0.00344907 0.00408798 0.00406462
0.01191497 0.00754704 0.00562793
0.01316918 0.01603745 0.00812923
0.01442339 0.02358449 0.01156852
0.01285563 0.0257857 0.00906722
0.01160142 0.02264111 0.01063053
0.00972011 0.02075435 0.01532047
0.00940656 0.01635191 0.01688379
0.0078388 0.01446515 0.02313704
0.00438973 0.01100609 0.01875976
-0.00188131 0.00880487 0.00969255
-0.00313552 0.00691812 0.00406462
-0.00376262 0.00440244 -0.00218864
-0.0084659 -0.00031446 -0.0050026
-0.00972011 -0.00723258 -0.00625325
-0.01254208 -0.01257839 -0.00969255
-0.00972011 -0.01509407 -0.01313184
-0.01191497 -0.01729529 -0.01469515
-0.01066077 -0.01635191 -0.01782178
-0.00752525 -0.01006271 -0.02282438
-0.00188131 -0.0078615 -0.02813965
-0.00344907 -0.00817595 -0.02063574
-0.00407618 -0.00754704 -0.01313184
0.00031355 -0.00220122 -0.01313184
0.00376262 -0.00220122 -0.01969775
0.00564394 -0.00062892 -0.02188639
0.00627104 0.00408798 -0.01719645
0.00752525 0.0078615 -0.00875456
0.00501683 0.0078615 -0.0109432
0.00219486 0.00597474 -0.01281917
-0.00627104 0.0031446 -0.00844189
-0.01128787 0.00188676 -0.00437728
-0.01128787 0.00188676 -0.00312663
-0.00940656 -0.00188676 -0.00125065
-0.00877945 -0.00062892 0.00125065
-0.00877945 0.00125784 -0.00125065
-0.0078388 0.00251568 0.00093799
-0.00940656 0.00094338 0.00093799
-0.01693181 -0.00503136 0.00031266
-0.02320285 -0.00754704 -0.00437728
-0.02853323 -0.0062892 -0.01063053
-0.02790612 -0.00503136 -0.0134445
-0.02382995 -0.00408798 -0.01219385
-0.02163509 -0.00377352 -0.01031787
-0.0156776 -0.00125784 -0.00969255
-0.0078388 -0.00345906 -0.00969255
0.0006271 -0.00345906 -0.00812923
0.00627104 -0.00094338 -0.00937988
0.01536405 0.00125784 -0.00406462
0.02163509 0.00283014 0.00343929
0.02320285 0.00597474 0.00594059
0.02163509 0.01100609 0.00531527
0.02100798 0.01320731 0.00687858
0.01442339 0.01635191 0.00812923
0.00940656 0.01603745 0.00343929
0.00909301 0.01509407 0.00281396
0.01066077 0.00911933 0.00625325
0.01222853 0.00503136 0.00812923
0.01316918 0.00251568 0.00875456
0.01599115 -0.00251568 0.00656592
0.01473694 -0.00534582 0.00875456
0.01505049 -0.00754704 0.01438249
0.01316918 -0.00534582 0.0159458
0.01505049 -0.00345906 0.01907243
0.01755891 -0.00251568 0.02063574
0.01410984 -0.00188676 0.02532568
0.00940656 -0.0031446 0.02470036
0.00376262 -0.00251568 0.02876497
-0.00564394 -0.0015723 0.0293903
-0.01003366 0.00094338 0.026889
-0.0156776 0.00062892 0.02751432
-0.01693181 -0.0031446 0.02657633
-0.01536405 -0.0031446 0.02251172
-0.01285563 -0.00754704 0.01125586
-0.01066077 -0.01415069 0.00594059
-0.01128787 -0.01540853 0.00437728
-0.0084659 -0.01603745 -0.00125065
-0.01003366 -0.02169773 -0.01281917
-0.01254208 -0.02515678 -0.0159458
-0.01222853 -0.02232665 -0.01406982
-0.01379629 -0.02075435 -0.01313184
-0.01285563 -0.0242134 -0.01313184
-0.01003366 -0.02232665 -0.01063053
-0.01254208 -0.02012543 -0.01000521
-0.01128787 -0.01509407 -0.01313184
-0.00689814 -0.00974825 -0.01625846
-0.0006271 -0.00943379 -0.01469515
0.00376262 -0.00503136 -0.00875456
0.00595749 -0.00377352 -0.01188118
0.01724536 0.00377352 -0.00937988
0.02571126 0.01100609 -0.00875456
0.02508416 0.00880487 -0.01657113
0.02727902 0.01100609 -0.01750911
0.02727902 0.01603745 -0.01406982
0.03010099 0.02201219 -0.01688379
0.02884678 0.0242134 -0.02563835
0.0241435 0.02327003 -0.02907764
0.02320285 0.02264111 -0.02595101
0.01944022 0.01855313 -0.0159458
0.01222853 0.01572299 -0.00750391
0.00627104 0.01729529 -0.00750391
0.00219486 0.01918205 -0.00969255
-0.00501683 0.01760975 -0.00875456
-0.00658459 0.01415069 -0.00343929
-0.00595749 0.00911933 0.00562793
-0.01254208 0.00094338 0.01156852
-0.02132153 -0.0062892 0.01000521
-0.02696547 -0.00849041 0.00750391
-0.02978744 -0.00911933 0.00719124
-0.03041454 -0.01132055 0.01156852
-0.0319823 -0.01352177 0.01625846
-0.0326094 -0.01163501 0.01657113
-0.0319823 -0.00503136 0.01469515
-0.03041454 -0.00031446 0.01375716
-0.02633836 0.00345906 0.01532047
-0.01944022 0.00408798 0.0209484
-0.01599115 -0.00125784 0.02501302
-0.01191497 -0.00440244 0.02470036
-0.00564394 -0.00188676 0.02376237
-0.0006271 -0.00283014 0.01813444
0.00376262 -0.0031446 0.0159458
0.00972011 -0.00660366 0.01250651
0.01693181 -0.01163501 0.00281396
0.02100798 -0.01320731 -0.00812923
0.0235164 -0.01194947 -0.01406982
0.02100798 -0.00817595 -0.01625846
0.01944022 -0.00880487 -0.0209484
0.01849957 -0.00754704 -0.02282438
0.01693181 -0.00251568 -0.02563835
0.01128787 0.00408798 -0.01969775
0.00407618 0.00943379 -0.01250651
0.00407618 0.01698083 -0.00312663
0.00313552 0.01666637 0.00625325
-0.00031355 0.01383623 0.00812923
-0.00156776 0.01289285 0.00969255
-0.00438973 0.01352177 0.01625846
-0.00627104 0.01603745 0.02001042
-0.00250842 0.01257839 0.01625846
-0.00219486 0.0062892 0.01406982
-0.00125421 0.00094338 0.00719124
-0.00188131 -0.00094338 0.00781657
-0.00250842 -0.0062892 0.00312663
0.00344907 -0.00849041 -0.00437728
0.00282197 -0.01194947 -0.00844189
0.00438973 -0.01635191 -0.00781657
0.00313552 -0.01729529 -0.00437728
-0.00094066 -0.01635191 -0.00687858
0.0 -0.01509407 -0.00937988
-0.00250842 -0.01760975 -0.01469515
-0.00658459 -0.01823867 -0.00562793
-0.00940656 -0.01729529 0.00093799
-0.00564394 -0.01509407 0.00406462
-0.00972011 -0.01477961 0.0050026
-0.01316918 -0.01163501 0.00562793
-0.01160142 -0.00408798 0.00906722
-0.00689814 -0.00094338 0.00719124
-0.00752525 -0.00188676 0.00937988
-0.00689814 0.00251568 0.00312663
-0.00125421 0.01163501 -0.00031266
-0.00125421 0.01383623 -0.00156331
0.00188131 0.01540853 -0.00343929
0.00438973 0.01981097 -0.00625325
0.00752525 0.01949651 -0.00969255
0.01097432 0.01918205 -0.00937988
0.01348273 0.01226393 -0.01406982
0.01599115 0.0078615 -0.01156852
0.01849957 0.00251568 -0.01313184
0.01818601 -0.00377352 -0.01532047
0.01787246 -0.0062892 -0.01657113
0.01693181 -0.01100609 -0.0159458
0.01536405 -0.01037717 -0.01406982
0.01536405 -0.00880487 -0.01125586
0.01222853 -0.00597474 -0.00375195
0.00752525 -0.00440244 0.0
0.00564394 0.0031446 0.00625325
0.00031355 0.00911933 0.01031787
-0.00188131 0.0078615 0.01000521
-0.00376262 0.00911933 0.0109432
-0.00627104 0.01163501 0.01438249
-0.00533038 0.01163501 0.01406982
-0.01003366 0.00754704 0.01188118
-0.01160142 0.00440244 0.00750391
-0.01097432 0.00220122 0.00750391
-0.01724536 0.00283014 0.01031787
-0.0235164 0.00031446 0.00281396
-0.02288929 -0.0062892 0.00156331
-0.02539771 -0.00911933 0.0025013
-0.02288929 -0.01194947 -0.00281396
-0.02006733 -0.01540853 0.00093799
-0.01755891 -0.01477961 0.00187598
-0.01097432 -0.01320731 -0.00281396
-0.00689814 -0.01069163 -0.00343929
-0.00250842 -0.00754704 -0.00406462
0.00470328 -0.00408798 -0.00719124
0.00909301 -0.00062892 -0.00281396
0.0084659 0.00125784 -0.00062533
0.01034721 0.0062892 -0.0025013
0.00972011 0.00817595 -0.00062533
0.00877945 0.00723258 0.00031266
0.00595749 0.00660366 0.0025013
0.00219486 0.00911933 0.00656592
-0.00125421 0.00974825 0.00937988
-0.0006271 0.00974825 0.0050026
0.00219486 0.01100609 0.0
0.00313552 0.00817595 0.00468994
0.00407618 0.01320731 0.00812923
0.0078388 0.01383623 -0.00062533
0.00752525 0.00849041 -0.00343929
0.00407618 0.00817595 -0.00343929
0.00407618 0.0078615 -0.00343929
0.00501683 0.0031446 0.0025013
0.00627104 -0.00188676 0.00562793
0.01034721 -0.00345906 0.00375195
0.01191497 -0.00408798 0.00687858
0.00689814 -0.00723258 0.01000521
0.00501683 -0.0047169 0.01063053
0.00344907 -0.0047169 0.00937988
0.00282197 -0.0078615 0.00375195
-0.00250842 -0.00408798 -0.00375195
-0.00125421 0.00220122 0.00187598
0.00188131 0.00660366 0.00218864
0.00282197 0.01132055 -0.00406462
0.00094066 0.01289285 -0.00437728
0.00031355 0.01603745 -0.00969255
0.00219486 0.02043989 -0.01063053
0.00376262 0.01981097 -0.01469515
0.01160142 0.01760975 -0.0159458
0.01473694 0.01446515 -0.01125586
0.01599115 0.01069163 -0.01156852
0.01693181 0.0031446 -0.01469515
0.0163047 -0.00220122 -0.01281917
0.01254208 -0.01320731 -0.01031787
0.01316918 -0.01792421 -0.00343929
0.01191497 -0.02075435 -0.00281396
0.0078388 -0.02547124 -0.00093799
0.00313552 -0.02358449 0.00187598
-0.00564394 -0.02169773 0.00218864
-0.01410984 -0.02043989 0.00594059
-0.02163509 -0.01666637 0.01063053
-0.02602481 -0.01037717 0.00906722
-0.02821968 -0.00817595 0.01219385
-0.02916033 -0.00408798 0.0134445
-0.02602481 0.00062892 0.00781657
-0.0235164 0.00503136 0.00719124
-0.02006733 0.01006271 0.0
-0.01912667 0.01069163 -0.00375195
-0.01818601 0.00566028 -0.00687858
-0.0156776 0.0015723 -0.01000521
-0.01348273 -0.00566028 -0.01125586
-0.01034721 -0.01289285 -0.00875456
-0.01066077 -0.02169773 -0.01532047
-0.00909301 -0.02798692 -0.01438249
-0.00940656 -0.02798692 -0.00906722
-0.00282197 -0.02830138 -0.01313184
-0.00125421 -0.03238936 -0.01250651
0.00031355 -0.03113152 -0.00969255
0.00219486 -0.02232665 -0.00468994
0.0006271 -0.01760975 0.00594059
-0.00031355 -0.01320731 0.01000521
0.0 -0.0062892 0.00937988
-0.00282197 0.00345906 0.02001042
-0.00627104 0.00880487 0.02407503
-0.00282197 0.01509407 0.01875976
-0.00188131 0.01855313 0.01969775
0.0 0.01949651 0.02219905
0.00438973 0.02106881 0.01750911
0.00877945 0.01666637 0.01938509
0.01316918 0.01257839 0.01688379
0.01755891 0.01257839 0.01532047
0.01849957 0.01352177 0.0159458
0.0241435 0.01320731 0.00343929
0.02696547 0.01100609 -0.00406462
0.02571126 0.00440244 0.00031266
0.0235164 0.0015723 -0.00062533
0.02288929 0.00031446 -0.00031266
0.01912667 -0.00094338 -0.00156331
0.01693181 -0.00031446 -0.00937988
0.01160142 0.00220122 0.0
0.00627104 0.0 0.00156331
0.0078388 0.00125784 -0.00218864
0.00438973 0.00251568 0.0025013
-0.00407618 -0.00031446 0.0
-0.00877945 -0.00062892 -0.00531527
-0.01003366 -0.0031446 -0.00218864
-0.01034721 -0.00566028 0.00125065
-0.0072117 -0.00723258 -0.00312663
-0.01003366 -0.00440244 -0.00125065
-0.00470328 -0.00031446 -0.00281396
-0.00313552 0.00660366 -0.00437728
-0.00470328 0.00723258 -0.00156331
-0.00344907 0.01163501 -0.00719124
-0.00407618 0.01823867 -0.01063053
-0.00909301 0.01949651 -0.01188118
-0.01285563 0.0257857 -0.01938509
-0.01379629 0.02798692 -0.01969775
-0.0156776 0.02610016 -0.01657113
-0.01066077 0.02547124 -0.02001042
-0.00595749 0.02358449 -0.01782178
-0.00470328 0.01792421 -0.01563314
-0.00219486 0.01289285 -0.02032308
-0.00031355 0.00503136 -0.01813444
0.0 -0.00125784 -0.01563314
0.00219486 -0.00534582 -0.01750911
0.00407618 -0.00691812 -0.01000521
0.00188131 -0.01037717 -0.00812923
0.00250842 -0.00660366 -0.01000521
0.00282197 -0.00377352 -0.00156331
-0.0006271 0.00031446 0.00625325
-0.00344907 0.00597474 0.00844189
-0.0078388 0.00440244 0.01500781
-0.01191497 0.00880487 0.01907243
-0.01316918 0.00566028 0.01563314
-0.01410984 0.0015723 0.02376237
-0.02006733 -0.00220122 0.02407503
-0.01975377 -0.00723258 0.02032308
-0.02038088 -0.01477961 0.02157373
-0.02069443 -0.01949651 0.01438249
-0.0163047 -0.0242134 0.01250651
-0.01316918 -0.02547124 0.0159458
-0.00877945 -0.0257857 0.01219385
-0.00501683 -0.02672908 0.01063053
0.00094066 -0.02861584 0.01000521
0.00627104 -0.02358449 0.00656592
0.0072117 -0.01729529 0.00812923
0.01160142 -0.00943379 0.00844189
0.01724536 -0.00377352 0.00562793
0.02069443 -0.00691812 0.00906722
0.02539771 0.00188676 0.00781657
0.02571126 0.00440244 0.00844189
0.02445705 0.00691812 0.01250651
0.02633836 0.0047169 0.00125065
0.02571126 0.00597474 0.0
0.02132153 0.00440244 0.0
0.02006733 0.00251568 -0.00750391
0.01599115 -0.00377352 -0.01219385
0.01316918 -0.00660366 -0.01281917
0.01128787 -0.00408798 -0.01500781
0.0078388 -0.00754704 -0.0109432
0.00564394 -0.00503136 -0.00750391
0.00501683 -0.00566028 -0.01156852
0.00250842 -0.00660366 -0.00343929
-0.00376262 -0.01132055 -0.0025013
-0.00376262 -0.01194947 -0.00375195
-0.0084659 -0.01635191 0.00093799
-0.01473694 -0.01855313 0.00281396
-0.01473694 -0.01572299 -0.00125065
-0.0156776 -0.01603745 0.00062533
-0.01599115 -0.01446515 0.00031266
-0.01128787 -0.01037717 -0.00218864
-0.01003366 -0.0078615 0.00218864
-0.01379629 -0.00534582 -0.0025013
-0.00940656 0.00094338 -0.00468994
-0.01097432 0.00534582 -0.00187598
-0.01505049 0.01100609 -0.00750391
-0.01316918 0.01886759 -0.01188118
-0.01379629 0.01949651 -0.00875456
-0.01410984 0.02201219 -0.01125586
-0.01505049 0.02358449 -0.01375716
-0.01285563 0.02201219 -0.01031787
-0.00972011 0.01886759 -0.01063053
-0.00407618 0.01477961 -0.00719124
0.00282197 0.01226393 -0.00312663
0.01003366 0.00691812 -0.00625325
0.01285563 0.00220122 -0.00093799
0.01160142 -0.00220122 -0.00062533
0.01254208 -0.00597474 -0.00062533
0.01473694 -0.0078615 0.00093799
0.01285563 -0.00754704 0.00406462
0.01034721 -0.00597474 0.01188118
0.00689814 -0.0047169 0.01281917
0.00564394 -0.00345906 0.01125586
0.00533038 -0.00094338 0.0109432
0.00438973 0.00408798 0.01281917
0.00282197 0.00503136 0.00812923
-0.00094066 0.0031446 0.00562793
-0.00250842 0.00408798 0.00281396
-0.00376262 0.00660366 0.00031266
-0.00282197 0.00597474 -0.00125065
-0.00313552 0.00534582 0.00031266
0.00125421 0.00534582 0.00062533
-0.00125421 0.00188676 0.00156331
-0.0006271 -0.00220122 0.00281396
0.00094066 -0.00125784 0.00093799
0.00219486 -0.00220122 0.00312663
0.00564394 -0.0015723 0.00375195
0.00376262 -0.00094338 0.00125065
0.00595749 -0.00031446 0.00468994
0.0072117 0.0015723 0.0025013
0.01066077 0.00125784 -0.00468994
0.01003366 0.00188676 -0.00312663
0.0084659 0.00503136 -0.00125065
0.00313552 0.00597474 -0.00031266
-0.00250842 0.0015723 -0.00312663
-0.00815235 0.00597474 0.00156331
-0.01599115 0.00377352 0.00031266
-0.02226219 0.00062892 0.00062533
-0.02665192 -0.00534582 -0.00437728
-0.03292296 -0.00188676 -0.00531527
-0.03449072 -0.0031446 -0.00406462
-0.03292296 -0.00440244 -0.00844189
-0.03229585 -0.00220122 -0.00906722
-0.02727902 -0.0062892 -0.01281917
-0.02132153 0.00031446 -0.01313184
-0.01379629 -0.00377352 -0.01375716
-0.00344907 -0.00345906 -0.01063053
0.0072117 -0.00440244 -0.00937988
0.00909301 -0.00503136 -0.00562793
0.01724536 -0.00503136 -0.0109432
0.02038088 -0.00440244 -0.0109432
0.02163509 -0.00849041 -0.00875456
0.02194864 -0.00534582 -0.00406462
0.01818601 -0.00534582 0.00031266
0.0156776 -0.00691812 -0.00218864
0.01316918 -0.00566028 -0.00125065
0.01442339 -0.00534582 0.00343929
0.01003366 -0.00440244 0.00719124
0.00940656 -0.00377352 0.00687858
0.0072117 -0.00220122 0.00656592
0.00752525 -0.00062892 0.00750391
0.00627104 0.00503136 0.00562793
0.00313552 0.00597474 0.00687858
0.00219486 0.00817595 0.0109432
-0.00094066 0.01132055 0.00906722
-0.0072117 0.01194947 0.00875456
-0.0084659 0.00943379 0.00625325
-0.00533038 0.01069163 0.00875456
-0.00219486 0.01069163 0.00531527
0.00407618 0.01226393 0.00031266
0.00815235 0.0062892 -0.00093799
0.01191497 0.00408798 -0.00062533
0.01348273 0.00283014 -0.00375195
0.01442339 -0.00188676 -0.00562793
0.01693181 -0.00408798 -0.00562793
0.01912667 0.0 0.00093799
0.01693181 -0.00094338 0.00312663
0.0156776 0.00062892 0.00812923
0.01285563 -0.00031446 0.00969255
0.01034721 -0.0015723 0.00562793
0.00564394 -0.00031446 0.00594059
-0.00031355 -0.00566028 0.00312663
-0.00438973 -0.00534582 0.00969255
-0.01034721 -0.00974825 0.00562793
-0.01536405 -0.01352177 0.00375195
-0.01661825 -0.01855313 0.0050026
-0.0163047 -0.01257839 0.00687858
-0.0156776 -0.01226393 0.00343929
-0.01505049 -0.00880487 0.00062533
-0.01066077 -0.0047169 -0.00343929
-0.00094066 0.00094338 -0.00343929
0.00282197 0.00503136 -0.00312663
0.00752525 0.0047169 -0.00562793
0.01128787 0.00849041 -0.00437728
