freq E-signal N-signal Z-signal 
0.0 0.007465669100000007 0.012216761799999998 0.00023762509999999834 
0.037064492216456635 0.002457558938602916 0.0054301034389088775 5.953794720515531e-05 
0.07412898443291327 0.003555335413721112 0.005072526965998493 0.00044462663669089775 
0.1111934766493699 0.0026796066640018914 0.00472609897838859 0.0002142630226782707 
0.14825796886582654 0.004943428911885036 0.0053320653135204565 0.0008989180796366361 
0.18532246108228317 0.005931431287399889 0.0049068281010198 0.0008137829810282711 
0.2223869532987398 0.0068398844021530705 0.0011462284482274328 0.0026243216240685215 
0.25945144551519644 0.01575936912730424 0.008940803850972396 0.002151429234723637 
0.2965159377316531 0.016104862042605677 0.0017864741049972183 0.005790928979615388 
0.3335804299481097 0.023340934183631364 0.011481705470877282 0.005316119936100584 
0.37064492216456635 0.008947950825490143 0.011392692703750576 0.0070036890097149584 
0.407709414381023 0.039871660201710596 0.027042295788482957 0.0035124550237240135 
0.4447739065974796 0.04612459005209829 0.017485513342542357 0.00887205542844464 
0.48183839881393625 0.03065747488429639 0.027792869574849353 0.012618536503848699 
0.5189028910303929 0.04541795804621192 0.027833364160455894 0.005071621471147997 
0.5559673832468495 0.08160242083143797 0.03733766360748533 0.009799237490219458 
0.5930318754633062 0.054918922862259176 0.03243715142171749 0.013760522584439008 
0.6300963676797628 0.013513916048378606 0.028456287434136224 0.008271717188790748 
0.6671608598962194 0.020066307345318394 0.06434583151631026 0.006698377409406439 
0.704225352112676 0.07205526196705103 0.038690772099393186 0.030551829304205663 
0.7412898443291327 0.0545046875324862 0.028596084479682347 0.02227566493329485 
0.7783543365455894 0.05446756483157661 0.013261155552028397 0.012242672686509415 
0.815418828762046 0.11203173864198605 0.030827473196894703 0.012859535661571837 
0.8524833209785025 0.10368841130682961 0.05849231742667508 0.006001918516184498 
0.8895478131949592 0.06608007969329896 0.048049359963709445 0.0061447900852462205 
0.9266123054114159 0.016488693835593662 0.08783322200175764 0.013749185307800733 
0.9636767976278725 0.023375944039610408 0.038397209014391614 0.023081644242850554 
1.000741289844329 0.04156226329844079 0.08932650703151536 0.0006155906459173545 
1.0378057820607858 0.021006309593983665 0.011251106488973723 0.052496350505700305 
1.0748702742772425 0.047912639890271 0.07458720266847112 0.012487443875565498 
1.111934766493699 0.013557797227437964 0.04475810116849435 0.02133501598053378 
1.1489992587101556 0.05575295996812293 0.1274963548707602 0.03649064626372312 
1.1860637509266123 0.066879648689921 0.068889230304148 0.028672329428604783 
1.223128243143069 0.09930938514879108 0.00732051811612789 0.04927568408399264 
1.2601927353595257 0.07302915821764448 0.10085490549836466 0.04947541546755851 
1.2972572275759822 0.030513414553876888 0.062008087930856846 0.0271871801326034 
1.3343217197924389 0.037343625421931266 0.04481359654079774 0.06267836243344681 
1.3713862120088955 0.09378882811357732 0.06757148393039156 0.05293504161087444 
1.408450704225352 0.02059856819910542 0.10004543357547804 0.08623135326879228 
1.4455151964418087 0.06038032241315576 0.0721837563230492 0.05992811379007002 
1.4825796886582654 0.05461677015440519 0.0553508470057013 0.024013078125154994 
1.519644180874722 0.047968689887467386 0.043419440873145074 0.032061920020885676 
1.5567086730911788 0.054648897831137015 0.024575324513944157 0.03453363082763292 
1.5937731653076352 0.03248704408378266 0.00987052233875442 0.06100268847224711 
1.630837657524092 0.02655791395351757 0.06786378276235568 0.039661836310982135 
1.6679021497405486 0.025140185642909495 0.0836041037867846 0.03895679088870418 
1.704966641957005 0.06498638856179653 0.056580058984450725 0.046745957390140966 
1.7420311341734618 0.10611741313982359 0.042399666893635175 0.013053663772431019 
1.7790956263899185 0.04978460650107424 0.04818101006958399 0.012676757540877251 
1.8161601186063752 0.06887525778271866 0.0688706547744412 0.04663788334050884 
1.8532246108228319 0.04342290124658397 0.035909308281265366 0.04176934441873768 
1.8902891030392883 0.049211312176541656 0.02497636135080021 0.05051691856761341 
1.927353595255745 0.056043978765183085 0.029781693299996043 0.03669894647858133 
1.9644180874722017 0.07263522778782124 0.04467250158294434 0.016856212057767432 
2.001482579688658 0.057206641411627256 0.024136302644578993 0.012099046339799595 
2.038547071905115 0.059226783457196286 0.03192532176128405 0.04471888730988197 
2.0756115641215716 0.05785812904046235 0.01672252905474036 0.06161179928746871 
2.112676056338028 0.06179085989281829 0.004233626675103096 0.02056264111987624 
2.149740548554485 0.04202216751858485 0.007603534289200029 0.020601737361536917 
2.1868050407709414 0.016028649689026002 0.016873083190056995 0.024278855972016476 
2.223869532987398 0.02651165184089908 0.0028574816925461526 0.04243743762029116 
2.260934025203855 0.01935156972815109 0.0030692272310485426 0.008132787518409288 
2.2979985174203112 0.017173054743959238 0.014919264351306354 0.023971730787082132 
2.335063009636768 0.022143465938788718 0.0298211101160494 0.02893343522693132 
2.3721275018532246 0.013068395654033685 0.02331178504032725 0.022590526091342867 
2.409191994069681 0.01714987900701347 0.034820057686504854 0.011559013084276737 
2.446256486286138 0.018276423911638164 0.03809467891515713 0.013015958872309339 
2.4833209785025945 0.03530863515660612 0.015883118339995467 0.015037885197898716 
2.5203854707190514 0.014901507972306239 0.029875508363482267 0.014873005864049531 
2.557449962935508 0.026725368672344967 0.055474836904128556 0.022123407144970745 
2.5945144551519643 0.011785344664417205 0.027798813513336053 0.012661367955243726 
2.6315789473684212 0.009939350983281496 0.015486560344741732 0.02677749209623312 
2.6686434395848777 0.019344518416340425 0.019337887949087022 0.03548993459412042 
2.705707931801334 0.046400618675461525 0.0029950503622855553 0.004248239344851307 
2.742772424017791 0.05264638547988254 0.034168107161087986 0.012980085211463765 
2.7798369162342476 0.03060210920794269 0.010064724410178527 0.012271212898602144 
2.816901408450704 0.01922027101937131 0.00249537085532598 0.03439986781318957 
2.853965900667161 0.01926311683227767 0.005720331968831075 0.013035511194614623 
2.8910303928836174 0.01708962426463005 0.018076738525155248 0.02400190314019555 
2.9280948851000743 0.007184412857546724 0.029750053602606085 0.02076565973732401 
2.965159377316531 0.01231722895483013 0.02381964763598622 0.04164474406541851 
3.0022238695329873 0.03234327340676331 0.02821214782564005 0.01799636436011681 
3.039288361749444 0.03459915100874545 0.024375563800498372 0.020148085472073154 
3.0763528539659006 0.021401741114674442 0.009286216375442427 0.0069278333355257595 
3.1134173461823575 0.03376581663159922 0.008979615690507547 0.01596286942032057 
3.150481838398814 0.003702048250688227 0.0240649165782401 0.027820273038456102 
3.1875463306152705 0.0021619569486402038 0.010266256179110445 0.022378676087159696 
3.2246108228317274 0.011980063709751819 0.016499475276460115 0.010224829614443869 
3.261675315048184 0.020435810389566395 0.00658354233235068 0.007818531007850764 
3.2987398072646403 0.025159472938395735 0.01280666823907379 0.006767322378690658 
3.3358042994810972 0.01689430675196109 0.009742347667004728 0.011219423257482404 
3.3728687916975537 0.02752262621803749 0.01898851171756123 0.014778224852980493 
3.40993328391401 0.023977438172385523 0.003500382252071263 0.009607418155913351 
3.446997776130467 0.012450347072263982 0.020430139493273075 0.02175958029881236 
3.4840622683469236 0.02710726535734184 0.03184754598119334 0.019570090452104564 
3.5211267605633805 0.025060221168474714 0.009056789275960835 0.01965489076343699 
3.558191252779837 0.0029730299929593617 0.020357135772689952 0.03520265414945353 
3.5952557449962934 0.0018139195283296617 0.012447408392673111 0.02073862143558664 
3.6323202372127503 0.021075503576934943 0.01723222961069299 0.017840508810586242 
3.669384729429207 0.016692363220324424 0.03198163553487275 0.007967926373409847 
3.7064492216456637 0.03215821777815182 0.010858754646847286 0.004939985718551087 
3.74351371386212 0.025192067984893686 0.02369314814166461 0.012194299188426053 
3.7805782060785766 0.004559563094551542 0.016541196322202655 0.021842757968407112 
3.8176426982950336 0.021184454415678608 0.006421967033193203 0.004399545602136973 
3.85470719051149 0.028683223337943774 0.010732013489419514 0.011407818411732976 
3.8917716827279465 0.03458673038523669 0.012298218122763141 0.009444584966425832 
3.9288361749444034 0.011157332078482261 0.005831376696342353 0.013910637665454924 
3.96590066716086 0.021771020281496033 0.006609252298041897 0.019020213063203013 
4.002965159377316 0.010396647707378475 0.008610222465450955 0.023463660868495894 
4.040029651593773 0.013198177092634466 0.005032534794659237 0.0201930304963947 
4.07709414381023 0.018001259648399763 0.01743714856361183 0.018448319275639998 
4.114158636026686 0.013662239395587875 0.019762281815531788 0.008171692538345807 
4.151223128243143 0.016759499482994843 0.01760402810560421 0.0051087424864926555 
4.1882876204596 0.023830127024578044 0.027035808908483384 0.006561948493064965 
4.225352112676056 0.033339252412679314 0.011599389636994037 0.007154056714338306 
4.262416604892513 0.02861770081265362 0.006044573306860937 0.018661389418494413 
4.29948109710897 0.010539697592958782 0.02559411805864459 0.0069476263971285715 
4.336545589325426 0.025798844308203176 0.029794040921802475 0.0064504353164688034 
4.373610081541883 0.015762190091204345 0.011970661226645201 0.01246233742557314 
4.41067457375834 0.015750951059212207 0.019265287841162326 0.013412064284400374 
4.447739065974796 0.011155555627112483 0.01712335792983993 0.01032529973830687 
4.484803558191253 0.016710794599650726 0.01705761008054618 0.008055891205803158 
4.52186805040771 0.03953488193494571 0.020965437407670647 0.010184883203809263 
4.5589325426241665 0.009399578421368113 0.017598103594259375 0.005082713372292004 
4.5959970348406225 0.007342519271754741 0.0040546024978725045 0.003527757193789744 
4.633061527057079 0.014589951857225154 0.005290975665325924 0.01258452194913362 
4.670126019273536 0.020504162384613563 0.038185479158144624 0.016513930491168925 
4.707190511489992 0.021384974039614434 0.016101311611654963 0.01025113578638723 
4.744255003706449 0.014845099744231536 0.012828375451987313 0.012668233960307305 
4.781319495922906 0.021670982609416935 0.016618780286009903 0.008316630172312975 
4.818383988139362 0.013650099449793812 0.01568586500569072 0.01487449162010124 
4.855448480355819 0.029243173296591 0.007141566815493414 0.00718283056229242 
4.892512972572276 0.020256919987122736 0.010508090595918642 0.006225932284551229 
4.929577464788732 0.00795714425625467 0.004142761784779863 0.005234558509479965 
4.966641957005189 0.012535096389125233 0.012183310600104058 0.004309544667625459 
5.003706449221646 0.008106548552613507 0.0050245991440260665 0.00614250380373066 
5.040770941438103 0.014308531156598693 0.00822161491436911 0.005474245886677439 
5.077835433654559 0.023133145627726184 0.0032202049617764644 0.007052536959416765 
5.114899925871016 0.0069963238848134894 0.002657770771506677 0.004827693308307003 
5.151964418087473 0.006702558983602773 0.0035215385506815644 0.004869103628036526 
5.189028910303929 0.008126792457641691 0.011658637441555321 0.003315645907026929 
5.226093402520386 0.0026595243955320957 0.0006645570797867095 0.0027330612105650022 
5.2631578947368425 0.008709509429340564 0.00400665832853355 0.004896231299296145 
5.3002223869532985 0.005465923378135085 0.00402853090707491 0.008305487145517492 
5.337286879169755 0.005547620836798826 0.002005508282798361 0.011616718871696508 
5.374351371386212 0.004093051043208702 0.008000897701126178 0.0032813138094788166 
5.411415863602668 0.011634819145574156 0.01533644655529083 0.01558034609951579 
5.448480355819125 0.007369712161925858 0.010126841770260213 0.003835043518577929 
5.485544848035582 0.0057971772313781915 0.012160612307518002 0.00437276517483671 
5.522609340252038 0.009236969424607508 0.011206171789744961 0.003985199884334546 
5.559673832468495 0.011152968607006873 0.0015199780035962812 0.0027529904345705257 
5.596738324684952 0.0037860588832614632 0.009726309170921595 0.004313107949815241 
5.633802816901408 0.003654437685045866 0.0069105264505107235 0.0032665259062654157 
5.670867309117865 0.006842558112453423 0.010768528780789382 0.0068809198750074295 
5.707931801334322 0.009512302881106298 0.015806562464140694 0.007143932545912821 
5.744996293550779 0.010031577970774471 0.007222094841318538 0.007121470245147723 
5.782060785767235 0.006666610115878672 0.011602062112493037 0.003474154803247784 
5.819125277983692 0.008698829786361004 0.017646796552086178 0.008098330741961956 
5.856189770200149 0.0029587252907705072 0.009887051482004203 0.004094449473825157 
5.893254262416605 0.012504441587846908 0.007680664531267843 0.004005650913121793 
5.930318754633062 0.002703696134986301 0.014978836933538082 0.002270597366055372 
5.9673832468495185 0.012082352178807496 0.005413385737125179 0.008850491355119056 
6.0044477390659745 0.00620170345053087 0.006136501113691599 0.002817818031475268 
6.041512231282431 0.008246753783092435 0.008905847605218242 0.002577060647187679 
6.078576723498888 0.009333926573933747 0.015364407486757426 0.0027423922115806265 
6.115641215715344 0.002406567971475428 0.014066212179068423 0.0036857606501849672 
6.152705707931801 0.00675782309902537 0.007667403378651747 0.011741745162560475 
6.189770200148258 0.005032130273060717 0.011128249766036507 0.0022838988646425367 
6.226834692364715 0.0020591383274503536 0.008672532317449529 0.0019125496606783607 
6.263899184581171 0.008989148347506849 0.009252951141823503 0.0033108784347545624 
6.300963676797628 0.009394031603311264 0.013221607552296613 0.0013692761528931816 
6.338028169014085 0.010027878635996215 0.008370857419565232 0.0011123522712421082 
6.375092661230541 0.01050055777876877 0.005596690058621317 0.0020670314232394925 
6.412157153446998 0.00519877798740307 0.005058328473621593 0.0034910252648550234 
6.449221645663455 0.003249874278389835 0.009746408534883833 0.0020296567618366787 
6.486286137879911 0.0017876175418338233 0.010797045785688662 0.0036548466821576422 
6.523350630096368 0.0016118053768754694 0.008337320587667804 0.0005293174382389073 
6.560415122312825 0.004224849317805004 0.0028415431615337384 0.0022915772269615233 
6.597479614529281 0.004751615433124274 0.0027476548140908624 0.00418661348583049 
6.634544106745738 0.005196255486717218 0.007535785366250155 0.002814954193910885 
6.6716085989621945 0.004710448508766899 0.0041571262502510045 0.003194354726811542 
6.7086730911786505 0.00955952910601562 0.005677046684303486 0.0032037071864120976 
6.745737583395107 0.010789671788550849 0.005885335739103179 0.004761055536309012 
6.782802075611564 0.003329003026974447 0.0027562395489906895 0.004557573703098333 
6.81986656782802 0.001688123107864174 0.00123985331808265 0.0035217306846570895 
6.856931060044477 0.003687524102429544 0.005234371080361356 0.003939822170259783 
6.893995552260934 0.00650011807520667 0.006373664919057564 0.004848588044217599 
6.931060044477391 0.0010158812974067543 0.0030966256560406385 0.0030180210017804053 
6.968124536693847 0.0024140755396982643 0.005151463474280087 0.008165412605908277 
7.005189028910304 0.008926926753724519 0.0029446523271981734 0.005025653179147982 
7.042253521126761 0.0050891753300217795 0.00458197692286622 0.0030314274479568298 
